period_end,region_type,state,property_type,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,new_listings,inventory,avg_sale_to_list,sold_above_list
31/01/2014,state,California,Condo/Co-op,338000,0.004610026,0.257966703,483800,0.092435248,0.150812054,304,-0.028724604,0.269131154,311,0.094166519,0.173055577,3254,-0.23254717,-0.120302785,3411,5164,8879,0.988872805,0.2707437
31/01/2014,state,California,Multi-Family (2-4 Unit),511200,0.059561116,0.410684746,442600,0.074634592,0.151898538,212,0.034556544,0.330552459,291,0.062952801,0.175458199,839,-0.19789675,-0.066740823,738,1330,3179,0.98260714,0.290822408
28/02/2014,state,California,Condo/Co-op,358000,0.062216319,0.301326512,510100,0.056990123,0.1317991,318,0.053352008,0.306430801,323,0.040090245,0.149479647,3481,0.064851637,-0.094668401,3617,5031,9243,0.99518151,0.300775639
28/02/2014,state,California,Multi-Family (2-4 Unit),511800,0.00715099,0.218178927,463000,0.052375145,0.127195149,224,0.003426144,0.158690819,299,0.033576959,0.141092036,793,-0.062647754,-0.10496614,773,1288,3318,0.98562437,0.31147541
28/02/2014,state,California,Single Family Residential,412200,0.034179679,0.230318879,419700,0.062842112,0.130991285,251,0.032293799,0.238881162,259,0.046600397,0.1402328,16157,-0.032457033,-0.164581179,17538,24910,48186,0.995517162,0.327226589
28/02/2014,state,California,All Residential,404000,0.035534276,0.225143691,439800,0.059933217,0.131383824,262,0.035985913,0.252489142,274,0.043206314,0.142985542,21393,-0.014873826,-0.14163624,23080,32708,62690,0.995304885,0.324124714
28/02/2014,state,California,Townhouse,430500,0.053782408,0.150378404,521600,0.03728722,0.085408933,302,0.034464221,0.158196026,332,0.018279033,0.102156176,949,0.068693694,0.131108462,1135,1454,1887,1.000957843,0.368809273
31/03/2014,state,California,Condo/Co-op,368500,0.029281413,0.208982468,519000,0.017401958,0.10172529,327,0.044020426,0.231701845,327,0.013845155,0.104041222,4267,0.225797185,-0.13095723,4531,6003,9610,0.997190744,0.327630654
31/03/2014,state,California,Townhouse,448500,0.041610883,0.076052846,538500,0.032660821,0.092188606,317,0.052389554,0.118042238,339,0.023750723,0.095748317,1265,0.331578947,0.103839442,1372,1691,2044,1.00565887,0.400790514
31/03/2014,state,California,Single Family Residential,436200,0.058190575,0.171580837,432300,0.030001077,0.118517122,259,0.042451063,0.184178112,265,0.022529794,0.121519086,20425,0.26415795,-0.163252765,22291,29757,50028,0.998598199,0.354026928
31/03/2014,state,California,Multi-Family (2-4 Unit),515000,0.007338524,0.237815491,486600,0.051327476,0.156668835,235,0.032015265,0.201797682,312,0.044297951,0.160131128,852,0.073047859,-0.214746544,1000,1512,3435,0.987933922,0.299295775
31/03/2014,state,California,All Residential,423500,0.048253011,0.166964471,452200,0.028401688,0.118969524,271,0.040092863,0.189993626,280,0.021499431,0.122221426,26827,0.25400832,-0.150129887,29208,38988,65166,0.998354298,0.350281433
30/04/2014,state,California,Single Family Residential,445400,0.021179769,0.119078602,442900,0.024567037,0.087245783,264,0.024052072,0.149807104,269,0.014348921,0.080228956,23833,0.166854345,-0.079131409,24121,31346,52202,1.001264306,0.364872236
30/04/2014,state,California,Condo/Co-op,371900,0.00922599,0.159839645,531500,0.024793352,0.093701307,336,0.028603805,0.207550659,330,0.009523309,0.084204688,4917,0.152061856,-0.006265158,4830,6210,9989,0.998186994,0.333740085
30/04/2014,state,California,All Residential,434200,0.025192567,0.126144722,463000,0.023876056,0.08958193,276,0.024858731,0.160782581,283,0.012480165,0.082414981,31202,0.16308197,-0.058905143,31614,40890,67852,1.000720177,0.361515287
30/04/2014,state,California,Multi-Family (2-4 Unit),554000,0.074814357,0.284827089,487700,0.001874455,0.075432784,232,0.028867205,0.162720766,309,-0.012097619,0.073288272,1043,0.225616921,-0.04922516,1046,1428,3434,0.992443223,0.32885906
30/04/2014,state,California,Townhouse,459600,0.022478876,0.046015982,555500,0.03200584,0.086585324,331,0.027613577,0.095267765,347,0.022456128,0.080677667,1398,0.09733124,0.148726376,1604,1889,2185,1.006546345,0.425608011
31/05/2014,state,California,Multi-Family (2-4 Unit),538900,-0.027300791,0.160199241,496500,0.018045949,0.084710545,232,-0.003300825,0.137987102,316,0.024431294,0.088051838,1003,-0.038350911,-0.152871622,1036,1539,3606,0.994687528,0.341974078
31/05/2014,state,California,Condo/Co-op,372900,0.002552633,0.112667351,535700,0.00773581,0.072639413,336,-0.016040878,0.127031186,336,0.015989526,0.077392257,4869,-0.009560618,-0.117295141,5130,6399,10319,0.999887592,0.338467858
31/05/2014,state,California,All Residential,443800,0.022057856,0.106608162,467900,0.010410198,0.082527687,279,0.007169568,0.113784428,287,0.012579391,0.079261491,32382,0.037818089,-0.104034088,33363,42205,70508,1.001757863,0.365913162
31/05/2014,state,California,Townhouse,478800,0.042086724,0.102187009,562000,0.011792576,0.090477557,331,0.009660045,0.108279371,351,0.012527503,0.089310629,1467,0.048606147,0.038951841,1670,1826,2178,1.009382208,0.443081118
31/05/2014,state,California,Single Family Residential,457800,0.027837186,0.107457358,447900,0.011422758,0.08363803,268,0.01476901,0.114514137,272,0.012063231,0.078019178,25030,0.050224479,-0.106454377,25516,32420,54361,1.002003212,0.367798642
30/06/2014,state,California,Townhouse,470400,-0.017373694,0.079096748,555500,-0.01190923,0.083305826,328,-0.009398692,0.058589522,348,-0.01003793,0.07229064,1497,0.021145975,0.054968288,1411,1686,2294,1.00469127,0.424849699
30/06/2014,state,California,Single Family Residential,467700,0.021614943,0.093582658,439700,-0.018430369,0.076227505,269,0.01459148,0.096650976,269,-0.013444471,0.068046814,24883,-0.006031797,-0.04450503,22448,31543,59338,0.999803611,0.354499056
30/06/2014,state,California,Multi-Family (2-4 Unit),557000,0.0319619,0.161350892,480100,-0.033186444,0.072809626,232,0.031472933,0.13057296,306,-0.033480301,0.063526711,1022,0.020979021,-0.068368277,975,1534,3788,0.999669256,0.340508806
30/06/2014,state,California,All Residential,449800,0.013645181,0.097751619,459400,-0.018014641,0.074197272,280,0.012840748,0.102584664,283,-0.013790905,0.06533377,32241,-0.004507982,-0.040560648,29335,40758,76563,0.999511006,0.349772029
30/06/2014,state,California,Condo/Co-op,370400,-0.006883111,0.105757229,531800,-0.007135158,0.07528145,339,0.005451713,0.131058867,334,-0.003558714,0.0659088,4826,-0.008831382,-0.041699762,4492,5975,11071,0.996418948,0.304185661
31/07/2014,state,California,Single Family Residential,465300,-0.005011913,0.083119543,432300,-0.016728191,0.061486081,270,0.009930319,0.094081172,268,-0.00046261,0.067258106,25475,0.023791343,-0.067737686,21631,31977,64861,0.999047332,0.35124632
31/07/2014,state,California,Condo/Co-op,369600,-0.001929011,0.059527095,525100,-0.01261161,0.065544306,337,-0.012555956,0.072980934,336,0.005392417,0.082466568,4926,0.020509633,-0.097967405,4263,6154,12002,0.996312647,0.312423873
31/07/2014,state,California,Multi-Family (2-4 Unit),557600,-0.002064615,0.143771943,476200,-0.007879049,0.062288463,241,0.01704004,0.12321692,309,0.00941398,0.063600576,1055,0.038385827,-0.084201389,906,1462,3955,0.994763621,0.321327014
31/07/2014,state,California,All Residential,448500,-0.002843024,0.081036293,452900,-0.014165973,0.062715565,281,0.006978318,0.091340882,284,0.002461254,0.06955097,32977,0.022828076,-0.069812705,28208,41558,83594,0.998687984,0.347211693
31/07/2014,state,California,Townhouse,472100,0.004208446,0.092138116,548400,-0.013737607,0.078714237,332,0.018272537,0.081807013,348,-9.34E-05,0.074491556,1511,0.008005337,0.01409396,1391,1935,2677,1.003259195,0.410986102
31/08/2014,state,California,Multi-Family (2-4 Unit),548100,-0.0160641,0.09246397,465600,-0.021761032,0.056851452,225,-0.048558886,0.054093015,299,-0.030888411,0.036035245,989,-0.065217391,-0.144463668,879,1430,4105,0.987912937,0.306370071
31/08/2014,state,California,Townhouse,479100,0.01397266,0.109877143,534400,-0.026160346,0.056579947,332,-0.003591849,0.079803517,341,-0.02223565,0.043674304,1419,-0.059018568,-0.088631985,1263,1591,2794,1.0008343,0.36645525
31/08/2014,state,California,Condo/Co-op,379800,0.026843022,0.123273825,512000,-0.025534627,0.081057401,330,0.028698062,0.115345768,324,-0.035679258,0.066719908,4579,-0.069498069,-0.164568509,4254,5542,12194,0.992465892,0.284778336
31/08/2014,state,California,Single Family Residential,462600,-0.005987135,0.086008839,421200,-0.025698088,0.06562196,263,-0.010626202,0.083940668,260,-0.029830513,0.059386816,24141,-0.052365064,-0.110959711,21123,29062,66859,0.995321923,0.324965826
31/08/2014,state,California,All Residential,450400,0.004178278,0.096043582,441000,-0.026355912,0.06578827,276,-0.001850517,0.09052341,275,-0.03133117,0.056884637,31151,-0.055371926,-0.119107542,27536,37652,86047,0.994893729,0.320310744
30/09/2014,state,California,Condo/Co-op,370100,-0.025513362,0.100536115,526800,0.028914661,0.062546107,339,-0.035522233,0.092599744,339,0.04386025,0.045269992,4583,0.000873553,-0.016101331,3817,5525,12649,0.990273575,0.279074842
30/09/2014,state,California,All Residential,440100,-0.023008244,0.081306896,451400,0.023747894,0.061537218,280,-0.01572726,0.07944562,284,0.03465763,0.051569877,29664,-0.047735225,-0.004463537,24613,36470,89177,0.993810279,0.309634574
30/09/2014,state,California,Townhouse,450800,-0.057637039,0.015853905,542300,0.015370891,0.07027312,322,-0.039156691,0.008737261,348,0.021209639,0.061638172,1290,-0.094736842,0.00311042,1160,1503,2902,0.995251152,0.336434109
30/09/2014,state,California,Single Family Residential,455600,-0.015126982,0.089757038,429800,0.020341353,0.063118972,268,-0.009093685,0.084008846,268,0.030205734,0.055155083,22826,-0.054471646,-0.005533046,18779,27944,69250,0.994680797,0.31450977
30/09/2014,state,California,Multi-Family (2-4 Unit),544400,-0.006319409,0.108048575,490300,0.052447554,0.07810688,244,0.033648114,0.094897329,318,0.064455318,0.073462919,956,-0.034343434,0.07295174,846,1478,4302,0.988490387,0.306485356
31/10/2014,state,California,Condo/Co-op,380100,0.027078404,0.088645432,516600,-0.019302129,0.069967943,336,0.036728006,0.079809626,331,-0.023216322,0.063527058,4711,0.027929304,-0.005278716,4305,5395,12184,0.991278464,0.27191679
31/10/2014,state,California,Townhouse,459600,0.019514601,0.015333858,535100,-0.013323381,0.083141543,327,0.028766293,0.041947053,344,-0.01070287,0.076365885,1366,0.058914729,0.005891016,1321,1403,2686,0.997657047,0.34114202
31/10/2014,state,California,All Residential,446300,0.014201428,0.088819514,440700,-0.023827715,0.063846479,276,0.016912793,0.084937758,277,-0.023651109,0.062346802,31008,0.045307443,-0.015024936,27966,35459,86006,0.993131091,0.30253483
31/10/2014,state,California,Multi-Family (2-4 Unit),542300,-0.002222228,0.097438064,472300,-0.035999068,0.080629064,230,-0.016983536,0.089683275,307,-0.033411996,0.077266652,1016,0.059436913,-0.111111111,1012,1537,4279,0.989924516,0.286417323
31/10/2014,state,California,Single Family Residential,455700,0.000385856,0.085790357,419000,-0.025062236,0.060131902,263,0.014435115,0.086856506,262,-0.024290672,0.060226944,23898,0.046963988,-0.013742726,21315,27107,66794,0.993392311,0.307138673
30/11/2014,state,California,Townhouse,474800,0.033151096,0.085682152,520900,-0.026560783,0.084076841,317,0.004741848,0.062774361,334,-0.028119308,0.062579231,1049,-0.232064422,-0.1280133,1036,980,2278,0.995204106,0.321258341
30/11/2014,state,California,Multi-Family (2-4 Unit),550900,0.016367231,0.120811515,466400,-0.012456746,0.083659009,234,0.001501573,0.063701859,305,-0.009020284,0.067386279,881,-0.133726647,-0.09825998,890,1040,4002,0.98259705,0.261066969
30/11/2014,state,California,All Residential,443300,-0.006791908,0.083367883,427400,-0.030069418,0.073443923,265,-0.011424462,0.072285717,268,-0.033224357,0.05769667,24480,-0.210500855,-0.089455086,22631,24964,78518,0.990992213,0.285375817
30/11/2014,state,California,Condo/Co-op,377800,-0.005402986,0.086075912,494400,-0.042858435,0.078853024,317,-0.022169862,0.056461426,315,-0.048530747,0.06679376,3731,-0.208863444,-0.081034483,3502,3818,11184,0.989899477,0.265076387
30/11/2014,state,California,Single Family Residential,453600,-0.004643243,0.083030211,407200,-0.028062034,0.07164305,252,-0.012058012,0.074123685,254,-0.031016491,0.05537645,18812,-0.212788216,-0.088610048,17194,19115,61002,0.991372371,0.288592388
31/12/2014,state,California,All Residential,433000,-0.023299521,0.062729618,405800,-0.050489055,0.061867556,257,-0.029496614,0.053140693,258,-0.038447752,0.062015767,28094,0.147771377,0.004110226,18942,19019,67834,0.988549506,0.265821884
31/12/2014,state,California,Single Family Residential,441800,-0.026013105,0.047139488,388000,-0.04717322,0.062873145,247,-0.025441672,0.058145926,245,-0.033225289,0.064098059,21592,0.147961082,0.007042582,14366,14637,52974,0.988791049,0.268895887
31/12/2014,state,California,Townhouse,462800,-0.024718246,0.093058934,499200,-0.041514504,0.068651329,309,-0.029102247,0.056659652,325,-0.028409177,0.074712105,1247,0.187619048,0.017959184,854,750,1865,0.992734765,0.298315958
31/12/2014,state,California,Multi-Family (2-4 Unit),555900,0.008920004,0.160815177,432400,-0.073405105,0.053372492,218,-0.015001254,0.10054487,285,-0.065385323,0.043694538,1006,0.143181818,-0.049149338,747,769,3396,0.98504355,0.269383698
31/12/2014,state,California,Condo/Co-op,362400,-0.04084676,0.078593622,466100,-0.057268172,0.054406114,305,-0.019668803,0.056474711,299,-0.051143605,0.051520859,4241,0.136692576,-0.001882796,2971,2852,9548,0.98690407,0.240037727
31/01/2015,state,California,All Residential,416300,-0.038527854,0.066873408,445600,0.097834788,0.073917556,265,-0.023367715,0.061927117,279,0.083442134,0.064458642,20413,-0.273403574,-0.060001842,19827,32564,70041,0.985621476,0.245235879
31/01/2015,state,California,Multi-Family (2-4 Unit),548400,-0.015579448,0.079339988,473500,0.092434809,0.076130371,231,0.034652918,0.101492816,311,0.087250796,0.072828139,788,-0.213572854,-0.06855792,669,1341,3490,0.981519894,0.262690355
31/01/2015,state,California,Townhouse,439100,-0.053299158,0.074163878,539700,0.080985258,0.073619739,320,-0.019772197,0.071760753,347,0.06839953,0.065757854,869,-0.299758259,-0.022497188,873,1310,2009,0.989776002,0.237054085
31/01/2015,state,California,Condo/Co-op,358400,-0.011002049,0.063302842,514100,0.103035419,0.065072331,324,0.006082707,0.096165208,327,0.095349248,0.053104591,3208,-0.243396226,-0.018359853,3146,5149,10073,0.985441515,0.218516209
31/01/2015,state,California,Single Family Residential,422700,-0.043281909,0.060555132,424900,0.094933692,0.075984597,252,-0.035000488,0.058813463,264,0.07785697,0.066729807,15533,-0.28061319,-0.06982454,15134,24751,54407,0.985632387,0.25037018
28/02/2015,state,California,Multi-Family (2-4 Unit),520700,-0.047576874,0.017795766,496500,0.049907873,0.071145479,239,-0.019114853,0.074432663,320,0.031151619,0.066942375,738,-0.065822785,-0.068181818,708,1402,3739,0.983323899,0.242547425
28/02/2015,state,California,All Residential,433600,0.041516012,0.073036173,470900,0.056858694,0.070802468,278,0.032572767,0.058428505,291,0.041340842,0.062555165,21354,0.046098075,-0.001823026,23002,34711,72514,0.991490975,0.280275358
28/02/2015,state,California,Condo/Co-op,378500,0.055232311,0.056623911,543800,0.057353107,0.066064122,342,0.021172777,0.063123389,342,0.046867646,0.060611065,3367,0.050546022,-0.032193159,3656,5267,10380,0.99104617,0.263439263
28/02/2015,state,California,Townhouse,471400,0.075184479,0.094078156,570500,0.056678815,0.093403707,339,0.065306097,0.10265687,359,0.034262352,0.082258062,861,-0.006920415,-0.091772152,1062,1380,2066,1.004270956,0.353077816
28/02/2015,state,California,Single Family Residential,445400,0.053636364,0.080508036,450100,0.059357966,0.072457368,265,0.032758122,0.059289714,276,0.043596081,0.06366771,16374,0.054142793,0.013430711,17550,26628,56249,0.991272371,0.281666056
31/03/2015,state,California,Multi-Family (2-4 Unit),570300,0.102973329,0.105719005,514900,0.035885953,0.056768078,251,0.081842555,0.118063511,324,0.011838066,0.035763249,911,0.232746955,0.073027091,994,1601,3832,0.990050474,0.300768386
31/03/2015,state,California,Townhouse,494200,0.049003185,0.101342358,579600,0.018305518,0.077334043,342,0.029471277,0.080577627,360,0.006010774,0.063054416,1337,0.543879908,0.048627451,1393,1779,2237,1.005995199,0.388930441
31/03/2015,state,California,Single Family Residential,468900,0.052734755,0.074937151,464300,0.031536796,0.074056389,276,0.051607061,0.068593608,280,0.015950091,0.056823295,23033,0.406681324,0.127686659,23676,32602,57598,0.997380012,0.324273868
31/03/2015,state,California,Condo/Co-op,396200,0.047253361,0.075092946,555500,0.021481649,0.07073259,349,0.050108692,0.069333583,342,-0.000690237,0.045748581,4709,0.397744138,0.103585657,4670,6251,10620,0.996874649,0.298152474
31/03/2015,state,California,All Residential,457300,0.054764636,0.079701749,484500,0.028812968,0.071230704,289,0.056620241,0.075247241,294,0.011695775,0.052357484,30012,0.405450969,0.118723674,30760,42262,74343,0.997459114,0.322471012
30/04/2015,state,California,Townhouse,486000,-0.015363534,0.059202819,594700,0.026874485,0.070562849,346,-0.001600826,0.049005926,372,0.033118646,0.072015637,1476,0.099850969,0.053533191,1550,1906,2395,1.012691352,0.445121951
30/04/2015,state,California,All Residential,470700,0.029221522,0.083944922,490900,0.013340034,0.060207388,293,0.018330859,0.068398418,299,0.016639103,0.056680226,33812,0.12661602,0.083648484,32591,44004,77949,1.000764124,0.357979416
30/04/2015,state,California,Single Family Residential,485400,0.035317349,0.089818968,469500,0.011314894,0.060164132,280,0.028205193,0.072927371,284,0.01527072,0.057783692,26084,0.13246212,0.094448873,25053,34002,60477,1.000521547,0.357805551
30/04/2015,state,California,Condo/Co-op,394500,-0.004321201,0.060344321,565600,0.01820955,0.063958945,351,-0.001390855,0.03783015,348,0.017682579,0.054314617,5206,0.105542578,0.059422059,4980,6472,10967,1.000390459,0.342873607
30/04/2015,state,California,Multi-Family (2-4 Unit),578100,0.012412854,0.043412781,522300,0.013092095,0.071020478,270,0.057604302,0.15111444,330,0.017438645,0.069339918,1029,0.129527991,-0.013422819,995,1603,4052,0.992001963,0.315840622
31/05/2015,state,California,Multi-Family (2-4 Unit),602800,0.043147639,0.119344047,520500,-0.003466604,0.048388509,277,0.051757597,0.214704037,329,-0.00241626,0.041315432,1030,0,0.025896414,933,1550,4331,0.991237186,0.326213592
31/05/2015,state,California,Single Family Residential,491300,0.012116357,0.073126518,473600,0.008689424,0.057238172,284,0.008041894,0.065762411,286,0.005753858,0.051145446,26201,0.004369993,0.04674204,24700,33632,63738,1.002756037,0.371245372
31/05/2015,state,California,All Residential,478700,0.017076157,0.078647957,494300,0.007001661,0.056577524,297,0.010413263,0.071787808,301,0.005080068,0.048812706,33926,0.003282567,0.047616107,32270,43254,81648,1.003068704,0.367210989
31/05/2015,state,California,Townhouse,509700,0.04625706,0.065378055,600300,0.009777827,0.068403952,358,0.045820788,0.08908309,372,0.001480201,0.060331556,1488,0.012244898,0.012933969,1623,1778,2377,1.017607107,0.445564516
31/05/2015,state,California,Condo/Co-op,403500,0.022798334,0.081797804,569400,0.006742594,0.062909268,356,0.003913295,0.058740006,352,0.011309255,0.049449464,5194,-0.002305033,0.067625899,5009,6282,11142,1.00296047,0.332884097
30/06/2015,state,California,Single Family Residential,496100,0.009782439,0.060740332,465300,-0.017413259,0.058435752,286,0.007570557,0.058429134,285,-0.002931701,0.062380294,29056,0.108922983,0.167704859,25501,34040,66156,1.002583132,0.37565391
30/06/2015,state,California,Townhouse,504500,-0.010769296,0.072906268,586100,-0.023481129,0.054327679,352,-0.0159248,0.082149384,368,-0.010022827,0.058696908,1684,0.132481506,0.12341561,1477,1849,2536,1.011804574,0.44239905
30/06/2015,state,California,Multi-Family (2-4 Unit),618500,0.022972958,0.113821648,513500,-0.012603599,0.07148038,276,-0.017402419,0.159621941,330,0.001631694,0.080030994,1070,0.044921875,0.04288499,990,1588,4491,0.992523782,0.314018692
30/06/2015,state,California,Condo/Co-op,410700,0.017534505,0.108632968,557700,-0.020615889,0.048255605,358,0.01431333,0.068460376,350,-0.005723436,0.046984374,5667,0.091697168,0.174994817,5155,6470,11375,1.003701117,0.361214046
30/06/2015,state,California,All Residential,483400,0.009785769,0.074573443,485700,-0.017484696,0.057233469,299,0.006354151,0.064957513,300,-0.002948492,0.060378199,37488,0.104960651,0.162743091,33131,43973,84623,1.002868708,0.374626547
31/07/2015,state,California,Condo/Co-op,391200,-0.047501723,0.057762509,555400,-0.004222341,0.057060099,353,-0.020327741,0.059860061,349,-0.002524027,0.038638177,5663,-0.000705841,0.150782361,5036,6238,11364,1.001502719,0.346106304
31/07/2015,state,California,Townhouse,497600,-0.013794611,0.053597022,591400,0.008670692,0.078589683,353,-0.011344923,0.050558982,373,0.012713063,0.072605721,1705,0.013071895,0.129887343,1609,1813,2547,1.010717503,0.445747801
31/07/2015,state,California,Single Family Residential,497000,0.00187893,0.068115542,463300,-0.004331518,0.071783196,283,-0.002056279,0.045864514,284,-0.002912699,0.059788976,29114,0.00206512,0.142890791,25820,34072,67838,1.000471809,0.361956447
31/07/2015,state,California,All Residential,481100,-0.004711385,0.072582885,483400,-0.00483174,0.067247071,296,-0.006002428,0.051228876,299,-0.003400011,0.054188854,37659,0.004615056,0.142012373,33486,43727,86366,1.000754228,0.362436602
31/07/2015,state,California,Multi-Family (2-4 Unit),588300,-0.051044068,0.053027061,508900,-0.011289785,0.067332999,277,0.003733565,0.140886498,327,-0.011278382,0.056758676,1162,0.094161959,0.104562738,1006,1575,4493,0.989989061,0.334767642
31/08/2015,state,California,Single Family Residential,489500,-0.015133022,0.058261398,453700,-0.020829219,0.077083188,284,0.004263139,0.061612569,283,-0.006677004,0.085089155,25892,-0.110668407,0.072576636,23653,30435,67716,0.999301408,0.356635254
31/08/2015,state,California,Condo/Co-op,388200,-0.007724091,0.022186309,542600,-0.022972479,0.059763099,349,-0.00405585,0.026132871,344,-0.015185779,0.060583508,5008,-0.115819209,0.093449782,4719,5722,11257,0.998790829,0.331269968
31/08/2015,state,California,All Residential,477200,-0.008165651,0.059376752,473700,-0.019991818,0.074177963,296,0.003855484,0.057244376,297,-0.006808109,0.08087823,33445,-0.111898882,0.073675762,30742,39428,86300,0.999526934,0.355180147
31/08/2015,state,California,Townhouse,496600,-0.002657353,0.039387268,579700,-0.019460515,0.086494793,351,-0.000724691,0.055498099,371,-0.005006246,0.092192105,1521,-0.107917889,0.066619916,1451,1690,2576,1.00951004,0.435239974
31/08/2015,state,California,Multi-Family (2-4 Unit),602000,0.022031302,0.094664907,500600,-0.017363353,0.072173018,272,-0.005459375,0.191946244,325,-0.007079882,0.082784915,1011,-0.129198966,0.031632653,903,1548,4639,0.994296612,0.317507418
30/09/2015,state,California,Condo/Co-op,387600,-0.000984469,0.047822637,580600,0.070483103,0.102807095,375,-0.017264918,0.045566797,371,0.07774199,0.095231727,4954,-0.011177645,0.080244222,4418,5613,11272,0.997469819,0.312071054
30/09/2015,state,California,Single Family Residential,478800,-0.021857642,0.051027288,467700,0.030962735,0.088334229,286,-0.014601669,0.055675392,290,0.028047984,0.082772592,24919,-0.037690674,0.091693683,22204,28628,66768,0.996394314,0.341024921
30/09/2015,state,California,Multi-Family (2-4 Unit),581300,-0.034221216,0.062336426,534900,0.069423792,0.088679617,289,-0.0158013,0.131937305,348,0.074850334,0.092263905,1050,0.036525173,0.10876452,869,1431,4623,0.985412679,0.277142857
30/09/2015,state,California,All Residential,467500,-0.02020182,0.062419888,492600,0.040016458,0.091278272,302,-0.014428946,0.05860955,309,0.039488785,0.085894738,32390,-0.031631189,0.091895901,28854,37269,85343,0.996530891,0.337079345
30/09/2015,state,California,Townhouse,492700,-0.008235797,0.092391507,597500,0.030400155,0.101808243,357,-0.006559046,0.089656629,382,0.029402956,0.100124165,1446,-0.048684211,0.121799845,1349,1568,2569,1.004271431,0.399723375
31/10/2015,state,California,Single Family Residential,476400,-0.0049498,0.045421531,456000,-0.025046679,0.088351595,280,0.003898059,0.044709968,285,-0.018046108,0.089702363,23948,-0.038966251,0.002092225,22192,27568,64329,0.994740906,0.322657424
31/10/2015,state,California,Townhouse,510700,0.038254395,0.111788902,579400,-0.029882379,0.083339602,356,0.030345332,0.091072309,374,-0.021711666,0.087947348,1360,-0.062068966,-0.005847953,1417,1448,2368,1.003900052,0.380147059
31/10/2015,state,California,All Residential,468400,0.001858974,0.049490633,479400,-0.026949049,0.087788884,296,0.011684427,0.053166804,302,-0.020842171,0.089018838,30977,-0.043624575,-0.000999742,29027,35777,82203,0.995499753,0.323207541
31/10/2015,state,California,Condo/Co-op,403900,0.041887247,0.063594364,567000,-0.023442615,0.097814579,367,0.045121657,0.054709794,364,-0.017667224,0.101087301,4646,-0.062171982,-0.015260704,4497,5344,10882,0.998049492,0.314894533
31/10/2015,state,California,Multi-Family (2-4 Unit),607000,0.047474258,0.120274629,503500,-0.054693414,0.066072024,289,0.092924979,0.264188489,326,-0.061721524,0.05911168,1008,-0.045454545,-0.007874016,915,1399,4566,0.990636713,0.299603175
30/11/2015,state,California,Single Family Residential,486300,0.020626583,0.07203979,438900,-0.037619327,0.077684576,274,0.009490299,0.067546499,277,-0.028227928,0.092849636,18803,-0.214840488,-0.000531547,18554,20330,58520,0.994134754,0.316066585
30/11/2015,state,California,Multi-Family (2-4 Unit),608300,0.002126121,0.104616556,489800,-0.026117401,0.051327401,287,-0.006372365,0.254163407,324,-0.004646272,0.063833783,859,-0.14781746,-0.022753129,799,1065,4289,0.980060463,0.271245634
30/11/2015,state,California,Condo/Co-op,408300,0.011262988,0.080857876,526700,-0.07085781,0.065314608,342,0.005181486,0.083756281,337,-0.07362024,0.071620913,3766,-0.189759036,0.009110397,3734,4200,10205,0.995098348,0.304832714
30/11/2015,state,California,Townhouse,513900,0.005591546,0.083042349,566600,-0.02239494,0.088376824,354,0.014777519,0.102559976,369,-0.013832901,0.104442653,1068,-0.213549337,0.017142857,1137,1037,2047,1.004669694,0.389513109
30/11/2015,state,California,All Residential,476500,0.017349055,0.075060382,459700,-0.04103127,0.075546491,288,0.009759975,0.075772941,292,-0.033322308,0.088933164,24500,-0.209090616,0.000776112,24233,26640,75105,0.994249672,0.316
31/12/2015,state,California,Single Family Residential,478500,-0.015983547,0.082966493,420600,-0.041508276,0.083987073,265,-0.015803857,0.078064468,263,-0.052606011,0.070930537,24064,0.280068089,0.114486847,15631,15083,49949,0.992170222,0.30859375
31/12/2015,state,California,Townhouse,499400,-0.028094112,0.078497272,538800,-0.049093531,0.079155842,338,-0.03284957,0.097578268,347,-0.058556767,0.069545082,1389,0.300561798,0.114767255,867,732,1618,0.99803343,0.349892009
31/12/2015,state,California,Condo/Co-op,414500,0.015307361,0.144166302,505900,-0.039472088,0.085642194,330,0.004482128,0.110466761,322,-0.044795732,0.079011985,4633,0.230217738,0.092173503,3210,2866,8647,0.99318035,0.296136413
31/12/2015,state,California,Multi-Family (2-4 Unit),563900,-0.078180425,0.012112795,467800,-0.045421603,0.079360919,281,-0.042333416,0.222685474,305,-0.057848669,0.068491285,1046,0.226260258,0.043912176,668,730,3655,0.982060703,0.278202677
31/12/2015,state,California,All Residential,471400,-0.010824675,0.088703083,439400,-0.04418568,0.082584073,278,-0.01471329,0.092131235,276,-0.054549175,0.070674336,31146,0.271472894,0.108635296,20387,19420,63919,0.992232344,0.307519425
31/01/2016,state,California,Multi-Family (2-4 Unit),599000,0.062366311,0.092341034,510200,0.090589314,0.077557062,275,-0.032365007,0.14445144,332,0.089416525,0.070788078,720,-0.312977099,-0.090909091,592,1197,3784,0.982155332,0.258333333
