Region,RegionName,StateName,ForecastedDate,ForecastYoYPctChange
Msa,"Milledgeville, GA",GA,28/02/2023,18.6
Msa,"Moultrie, GA",GA,28/02/2023,18.4
Msa,"Rome, GA",GA,28/02/2023,24
Msa,"Savannah, GA",GA,28/02/2023,23.5
Msa,"St. Marys, GA",GA,28/02/2023,16.8
Msa,"Statesboro, GA",GA,28/02/2023,17.6
Msa,"Summerville, GA",GA,28/02/2023,18.8
Msa,"Thomaston, GA",GA,28/02/2023,20.8
Msa,"Thomasville, GA",GA,28/02/2023,17.4
Msa,"Tifton, GA",GA,28/02/2023,18.1
Msa,"Toccoa, GA",GA,28/02/2023,20.6
Msa,"Valdosta, GA",GA,28/02/2023,15.8
Msa,"Vidalia, GA",GA,28/02/2023,19.3
Msa,"Warner Robins, GA",GA,28/02/2023,15.6
Msa,"Waycross, GA",GA,28/02/2023,19.2
Zip,30002,GA,28/02/2023,18.1
Zip,30004,GA,28/02/2023,22.9
Zip,30005,GA,28/02/2023,22.6
Zip,30008,GA,28/02/2023,23.8
Zip,30009,GA,28/02/2023,22.7
Zip,30011,GA,28/02/2023,22.5
Zip,30012,GA,28/02/2023,23.4
Zip,30013,GA,28/02/2023,23.7
Zip,30014,GA,28/02/2023,22.2
Zip,30016,GA,28/02/2023,23.3
Zip,30017,GA,28/02/2023,21.7
Zip,30019,GA,28/02/2023,22.1
Zip,30021,GA,28/02/2023,22.8
Zip,30022,GA,28/02/2023,22.6
Zip,30024,GA,28/02/2023,21.4
Zip,30025,GA,28/02/2023,21.8
Zip,30028,GA,28/02/2023,22.9
Zip,30030,GA,28/02/2023,17.4
Zip,30032,GA,28/02/2023,21.3
Zip,30033,GA,28/02/2023,18.1
Zip,30034,GA,28/02/2023,24.7
Zip,30035,GA,28/02/2023,24.7
Zip,30038,GA,28/02/2023,22.8
Zip,30039,GA,28/02/2023,22.4
Zip,30040,GA,28/02/2023,22.8
Zip,30041,GA,28/02/2023,22.2
Zip,30043,GA,28/02/2023,22.4
Zip,30044,GA,28/02/2023,22.2
Zip,30045,GA,28/02/2023,22.6
Zip,30046,GA,28/02/2023,22.7
Zip,30047,GA,28/02/2023,21.4
Zip,30052,GA,28/02/2023,22.6
Zip,30054,GA,28/02/2023,22.3
Zip,30055,GA,28/02/2023,20.3
Zip,30056,GA,28/02/2023,20.4
Zip,30058,GA,28/02/2023,23.4
Zip,30060,GA,28/02/2023,23.4
Zip,30062,GA,28/02/2023,20.8
Zip,30064,GA,28/02/2023,21.6
Zip,30066,GA,28/02/2023,21.9
Zip,30067,GA,28/02/2023,21.3
Zip,30068,GA,28/02/2023,20.3
Zip,30071,GA,28/02/2023,21.1
Zip,30072,GA,28/02/2023,20.9
Zip,30075,GA,28/02/2023,21.7
Zip,30076,GA,28/02/2023,21.8
Zip,30078,GA,28/02/2023,22
Zip,30079,GA,28/02/2023,20.2
Zip,30080,GA,28/02/2023,21.2
Zip,30082,GA,28/02/2023,21.5
Zip,30083,GA,28/02/2023,24.6
Zip,30084,GA,28/02/2023,20.1
Zip,30087,GA,28/02/2023,22.4
Zip,30088,GA,28/02/2023,25.1
Zip,30092,GA,28/02/2023,19.9
Zip,30093,GA,28/02/2023,21.9
Zip,30094,GA,28/02/2023,23.4
Zip,30096,GA,28/02/2023,21.3
Zip,30097,GA,28/02/2023,21.5
Zip,30101,GA,28/02/2023,22.6
Zip,30102,GA,28/02/2023,23.2
Zip,30103,GA,28/02/2023,20.4
Zip,30104,GA,28/02/2023,19.6
Zip,30105,GA,28/02/2023,27
Zip,30106,GA,28/02/2023,24.1
Zip,30107,GA,28/02/2023,22.9
Zip,30108,GA,28/02/2023,20.5
Zip,30110,GA,28/02/2023,21.1
Zip,30113,GA,28/02/2023,20.3
Zip,30114,GA,28/02/2023,22.6
Zip,30115,GA,28/02/2023,22.6
Zip,30116,GA,28/02/2023,21.4
Zip,30117,GA,28/02/2023,21.9
Zip,30120,GA,28/02/2023,20.8
Zip,30121,GA,28/02/2023,20.8
Zip,30122,GA,28/02/2023,21.6
Zip,30124,GA,28/02/2023,23.8
Zip,30125,GA,28/02/2023,18.7
Zip,30126,GA,28/02/2023,22.4
Zip,30127,GA,28/02/2023,22.8
Zip,30132,GA,28/02/2023,24.2
Zip,30134,GA,28/02/2023,23.4
Zip,30135,GA,28/02/2023,21.8
Zip,30137,GA,28/02/2023,22
Zip,30139,GA,28/02/2023,18.9
Zip,30141,GA,28/02/2023,24.4
Zip,30143,GA,28/02/2023,19.4
Zip,30144,GA,28/02/2023,23.1
Zip,30145,GA,28/02/2023,20.4
Zip,30147,GA,28/02/2023,23
Zip,30148,GA,28/02/2023,19.4
Zip,30152,GA,28/02/2023,21.7
Zip,30153,GA,28/02/2023,19.6
Zip,30157,GA,28/02/2023,24.4
Zip,30161,GA,28/02/2023,24.4
Zip,30165,GA,28/02/2023,23.7
Zip,30168,GA,28/02/2023,24.6
Zip,30170,GA,28/02/2023,20.7
Zip,30171,GA,28/02/2023,21.3
Zip,30173,GA,28/02/2023,25.5
Zip,30175,GA,28/02/2023,20.8
Zip,30176,GA,28/02/2023,19.7
Zip,30177,GA,28/02/2023,18.6
Zip,30178,GA,28/02/2023,15.3
Zip,30179,GA,28/02/2023,23.4
Zip,30180,GA,28/02/2023,22.1
Zip,30182,GA,28/02/2023,21.4
Zip,30183,GA,28/02/2023,22.7
Zip,30184,GA,28/02/2023,21.6
Zip,30185,GA,28/02/2023,20.8
Zip,30187,GA,28/02/2023,22.1
Zip,30188,GA,28/02/2023,22.5
Zip,30189,GA,28/02/2023,22.5
Zip,30204,GA,28/02/2023,19.5
Zip,30205,GA,28/02/2023,16.5
Zip,30206,GA,28/02/2023,20.1
Zip,30213,GA,28/02/2023,23.3
Zip,30214,GA,28/02/2023,18.4
Zip,30215,GA,28/02/2023,17.9
Zip,30216,GA,28/02/2023,21.7
Zip,30217,GA,28/02/2023,19.3
Zip,30218,GA,28/02/2023,19.8
Zip,30220,GA,28/02/2023,23.3
Zip,30222,GA,28/02/2023,18.3
Zip,30223,GA,28/02/2023,23
Zip,30224,GA,28/02/2023,22.2
Zip,30228,GA,28/02/2023,23.3
Zip,30230,GA,28/02/2023,15.1
Zip,30233,GA,28/02/2023,20.6
Zip,30234,GA,28/02/2023,21.7
Zip,30236,GA,28/02/2023,24.6
Zip,30238,GA,28/02/2023,25.8
Zip,30240,GA,28/02/2023,18.3
Zip,30241,GA,28/02/2023,15.2
Zip,30248,GA,28/02/2023,23
Zip,30251,GA,28/02/2023,20.4
Zip,30252,GA,28/02/2023,21.8
Zip,30253,GA,28/02/2023,22.6
Zip,30256,GA,28/02/2023,19.9
Zip,30257,GA,28/02/2023,19.3
Zip,30258,GA,28/02/2023,19.8
Zip,30259,GA,28/02/2023,21.8
Zip,30260,GA,28/02/2023,25.3
Zip,30263,GA,28/02/2023,21.6
Zip,30265,GA,28/02/2023,21.1
Zip,30268,GA,28/02/2023,26.5
Zip,30269,GA,28/02/2023,16.5
Zip,30273,GA,28/02/2023,25.1
Zip,30274,GA,28/02/2023,26.5
Zip,30276,GA,28/02/2023,22.7
Zip,30277,GA,28/02/2023,21.8
Zip,30281,GA,28/02/2023,22.6
Zip,30285,GA,28/02/2023,17.9
Zip,30286,GA,28/02/2023,18.3
Zip,30288,GA,28/02/2023,22.3
Zip,30290,GA,28/02/2023,16.3
Zip,30291,GA,28/02/2023,24.5
Zip,30292,GA,28/02/2023,20.7
Zip,30293,GA,28/02/2023,19.5
Zip,30294,GA,28/02/2023,23.7
Zip,30295,GA,28/02/2023,19.9
Zip,30296,GA,28/02/2023,24.1
Zip,30297,GA,28/02/2023,25.9
Zip,30303,GA,28/02/2023,17.2
Zip,30305,GA,28/02/2023,19.4
Zip,30306,GA,28/02/2023,19
Zip,30307,GA,28/02/2023,17.3
Zip,30308,GA,28/02/2023,19.8
Zip,30309,GA,28/02/2023,16.2
Zip,30310,GA,28/02/2023,26.4
Zip,30311,GA,28/02/2023,26.7
Zip,30312,GA,28/02/2023,21.9
Zip,30313,GA,28/02/2023,18.9
Zip,30314,GA,28/02/2023,28.9
Zip,30315,GA,28/02/2023,26.5
Zip,30316,GA,28/02/2023,20.3
Zip,30317,GA,28/02/2023,17.9
Zip,30318,GA,28/02/2023,22.6
Zip,30319,GA,28/02/2023,17.1
Zip,30324,GA,28/02/2023,20.1
Zip,30326,GA,28/02/2023,15.7
Zip,30327,GA,28/02/2023,24.8
Zip,30328,GA,28/02/2023,20.5
Zip,30329,GA,28/02/2023,17.5
Zip,30331,GA,28/02/2023,23.7
Zip,30336,GA,28/02/2023,22.5
Zip,30337,GA,28/02/2023,22.2
Zip,30338,GA,28/02/2023,18.4
Zip,30339,GA,28/02/2023,19.9
Zip,30340,GA,28/02/2023,19.4
Zip,30341,GA,28/02/2023,18.4
Zip,30342,GA,28/02/2023,22.7
Zip,30344,GA,28/02/2023,25.3
Zip,30345,GA,28/02/2023,18.3
Zip,30346,GA,28/02/2023,16.8
Zip,30349,GA,28/02/2023,24.1
Zip,30350,GA,28/02/2023,21.9
Zip,30354,GA,28/02/2023,23.2
Zip,30360,GA,28/02/2023,20.4
Zip,30363,GA,28/02/2023,15.9
Zip,30410,GA,28/02/2023,16
Zip,30412,GA,28/02/2023,16.8
Zip,30415,GA,28/02/2023,17.1
Zip,30426,GA,28/02/2023,16.6
Zip,30436,GA,28/02/2023,18.3
Zip,30441,GA,28/02/2023,17.6
Zip,30445,GA,28/02/2023,15.4
Zip,30450,GA,28/02/2023,17.1
Zip,30452,GA,28/02/2023,16.3
Zip,30454,GA,28/02/2023,17.1
Zip,30456,GA,28/02/2023,18.2
Zip,30458,GA,28/02/2023,16.6
Zip,30461,GA,28/02/2023,16.7
Zip,30473,GA,28/02/2023,17.6
Zip,30474,GA,28/02/2023,16.5
Zip,30501,GA,28/02/2023,30.1
Zip,30504,GA,28/02/2023,28.5
Zip,30506,GA,28/02/2023,27
Zip,30507,GA,28/02/2023,29.5
Zip,30510,GA,28/02/2023,20
Zip,30517,GA,28/02/2023,25
Zip,30518,GA,28/02/2023,21.9
Zip,30519,GA,28/02/2023,22
Zip,30523,GA,28/02/2023,17.5
Zip,30527,GA,28/02/2023,27.2
Zip,30529,GA,28/02/2023,26.7
Zip,30531,GA,28/02/2023,17.9
Zip,30534,GA,28/02/2023,20.8
Zip,30535,GA,28/02/2023,17.5
Zip,30538,GA,28/02/2023,18.1
Zip,30542,GA,28/02/2023,28.7
Zip,30543,GA,28/02/2023,28.9
Zip,30548,GA,28/02/2023,21.8
Zip,30549,GA,28/02/2023,25.6
Zip,30554,GA,28/02/2023,27
Zip,30557,GA,28/02/2023,16.7
Zip,30563,GA,28/02/2023,17.8
Zip,30564,GA,28/02/2023,25.5
Zip,30565,GA,28/02/2023,25.2
Zip,30566,GA,28/02/2023,29.2
Zip,30567,GA,28/02/2023,24.8
Zip,30575,GA,28/02/2023,25.6
Zip,30577,GA,28/02/2023,18.1
Zip,30601,GA,28/02/2023,21.3
Zip,30605,GA,28/02/2023,22
Zip,30606,GA,28/02/2023,22.4
Zip,30607,GA,28/02/2023,20.9
Zip,30619,GA,28/02/2023,18.4
Zip,30620,GA,28/02/2023,22.4
Zip,30621,GA,28/02/2023,21
Zip,30622,GA,28/02/2023,20.6
Zip,30623,GA,28/02/2023,20.4
Zip,30625,GA,28/02/2023,19.3
Zip,30627,GA,28/02/2023,17.6
Zip,30628,GA,28/02/2023,17.9
Zip,30629,GA,28/02/2023,17.6
Zip,30630,GA,28/02/2023,18.2
Zip,30633,GA,28/02/2023,17.8
Zip,30641,GA,28/02/2023,22.3
Zip,30646,GA,28/02/2023,18.1
Zip,30648,GA,28/02/2023,17.4
Zip,30650,GA,28/02/2023,20
Zip,30655,GA,28/02/2023,22.6
Zip,30656,GA,28/02/2023,23.1
Zip,30663,GA,28/02/2023,19.1
Zip,30666,GA,28/02/2023,21.1
Zip,30667,GA,28/02/2023,17.9
Zip,30677,GA,28/02/2023,20.9
Zip,30680,GA,28/02/2023,22.1
Zip,30683,GA,28/02/2023,18.9
Zip,30701,GA,28/02/2023,18.2
Zip,30705,GA,28/02/2023,10.8
Zip,30707,GA,28/02/2023,21.9
Zip,30708,GA,28/02/2023,9.3
Zip,30710,GA,28/02/2023,16.7
Zip,30711,GA,28/02/2023,10.7
Zip,30720,GA,28/02/2023,16.8
Zip,30721,GA,28/02/2023,18.6
Zip,30725,GA,28/02/2023,22.5
Zip,30728,GA,28/02/2023,18.5
Zip,30730,GA,28/02/2023,16.8
Zip,30731,GA,28/02/2023,18.4
Zip,30733,GA,28/02/2023,20
Zip,30734,GA,28/02/2023,18.8
Zip,30735,GA,28/02/2023,17.2
Zip,30736,GA,28/02/2023,18
Zip,30738,GA,28/02/2023,18.7
Zip,30739,GA,28/02/2023,20.1
Zip,30740,GA,28/02/2023,17.1
Zip,30741,GA,28/02/2023,20.6
Zip,30742,GA,28/02/2023,21.8
Zip,30746,GA,28/02/2023,18.5
Zip,30747,GA,28/02/2023,16.3
Zip,30750,GA,28/02/2023,18
Zip,30752,GA,28/02/2023,17.5
Zip,30753,GA,28/02/2023,17.4
Zip,30755,GA,28/02/2023,16.3
Zip,30757,GA,28/02/2023,17.3
Zip,30802,GA,28/02/2023,18.2
Zip,30805,GA,28/02/2023,20.9
Zip,30808,GA,28/02/2023,17.1
Zip,30809,GA,28/02/2023,16.3
Zip,30813,GA,28/02/2023,16.5
Zip,30814,GA,28/02/2023,17.5
Zip,30815,GA,28/02/2023,18.1
Zip,30816,GA,28/02/2023,17.9
Zip,30817,GA,28/02/2023,17.5
Zip,30824,GA,28/02/2023,17
Zip,30830,GA,28/02/2023,18.2
Zip,30901,GA,28/02/2023,32.7
Zip,30904,GA,28/02/2023,19.2
Zip,30905,GA,28/02/2023,18.2
Zip,30906,GA,28/02/2023,21.6
Zip,30907,GA,28/02/2023,16.9
Zip,30909,GA,28/02/2023,16.9
Zip,31005,GA,28/02/2023,15.4
Zip,31008,GA,28/02/2023,17.8
Zip,31009,GA,28/02/2023,16.7
Zip,31015,GA,28/02/2023,14.7
Zip,31016,GA,28/02/2023,16.7
Zip,31019,GA,28/02/2023,16.1
Zip,31020,GA,28/02/2023,16.7
Zip,31021,GA,28/02/2023,16.4
Zip,31022,GA,28/02/2023,16.3
Zip,31025,GA,28/02/2023,18.5
Zip,31027,GA,28/02/2023,17.2
Zip,31028,GA,28/02/2023,16
Zip,31029,GA,28/02/2023,16.5
Zip,31030,GA,28/02/2023,18.3
Zip,31032,GA,28/02/2023,16.9
Zip,31033,GA,28/02/2023,17.6
Zip,31036,GA,28/02/2023,18.1
Zip,31038,GA,28/02/2023,17.6
Zip,31044,GA,28/02/2023,17
Zip,31045,GA,28/02/2023,11
Zip,31046,GA,28/02/2023,16
Zip,31047,GA,28/02/2023,15
Zip,31049,GA,28/02/2023,16.2
Zip,31050,GA,28/02/2023,16.7
Zip,31052,GA,28/02/2023,16.6
Zip,31061,GA,28/02/2023,13.9
Zip,31064,GA,28/02/2023,20.2
Zip,31065,GA,28/02/2023,17.1
Zip,31066,GA,28/02/2023,15.3
Zip,31069,GA,28/02/2023,15.8
Zip,31071,GA,28/02/2023,17.6
Zip,31075,GA,28/02/2023,16.7
Zip,31078,GA,28/02/2023,15.8
Zip,31085,GA,28/02/2023,19.9
Zip,31087,GA,28/02/2023,14
Zip,31088,GA,28/02/2023,15.7
Zip,31093,GA,28/02/2023,19.2
Zip,31096,GA,28/02/2023,15.8
Zip,31097,GA,28/02/2023,17.6
Zip,31098,GA,28/02/2023,17.2
Zip,31201,GA,28/02/2023,19.4
Zip,31204,GA,28/02/2023,20.5
Zip,31206,GA,28/02/2023,24
Zip,31210,GA,28/02/2023,16.7
Zip,31211,GA,28/02/2023,17.1
Zip,31216,GA,28/02/2023,16.1
Zip,31217,GA,28/02/2023,20.4
Zip,31220,GA,28/02/2023,16.6
Zip,31301,GA,28/02/2023,9.5
Zip,31302,GA,28/02/2023,23.6
Zip,31303,GA,28/02/2023,23.4
Zip,31305,GA,28/02/2023,16.1
Zip,31307,GA,28/02/2023,23
Zip,31308,GA,28/02/2023,22.7
Zip,31309,GA,28/02/2023,6.1
Zip,31312,GA,28/02/2023,23.6
Zip,31313,GA,28/02/2023,11.9
Zip,31316,GA,28/02/2023,9
Zip,31318,GA,28/02/2023,24.9
Zip,31320,GA,28/02/2023,11.1
Zip,31321,GA,28/02/2023,23.6
Zip,31322,GA,28/02/2023,22.3
Zip,31323,GA,28/02/2023,9.6
Zip,31324,GA,28/02/2023,22.3
Zip,31326,GA,28/02/2023,22.9
Zip,31327,GA,28/02/2023,15.1
Zip,31328,GA,28/02/2023,29.7
Zip,31329,GA,28/02/2023,23
Zip,31331,GA,28/02/2023,16.2
Zip,31401,GA,28/02/2023,22.3
Zip,31404,GA,28/02/2023,31.2
Zip,31405,GA,28/02/2023,27.7
Zip,31406,GA,28/02/2023,24.3
Zip,31407,GA,28/02/2023,23.6
Zip,31408,GA,28/02/2023,26.2
Zip,31410,GA,28/02/2023,24.4
Zip,31411,GA,28/02/2023,18.8
Zip,31415,GA,28/02/2023,29.6
Zip,31419,GA,28/02/2023,24.3
Zip,31421,GA,28/02/2023,26.1
Zip,31501,GA,28/02/2023,18.1
Zip,31503,GA,28/02/2023,20.1
Zip,31512,GA,28/02/2023,16.7
Zip,31516,GA,28/02/2023,18.1
Zip,31518,GA,28/02/2023,15.4
Zip,31519,GA,28/02/2023,16.2
Zip,31520,GA,28/02/2023,22.9
Zip,31522,GA,28/02/2023,19.5
Zip,31523,GA,28/02/2023,20.2
Zip,31525,GA,28/02/2023,19.6
Zip,31533,GA,28/02/2023,16.2
Zip,31535,GA,28/02/2023,16.1
Zip,31542,GA,28/02/2023,15.6
Zip,31543,GA,28/02/2023,16.1
Zip,31545,GA,28/02/2023,16.6
Zip,31546,GA,28/02/2023,16.7
Zip,31548,GA,28/02/2023,14.4
Zip,31550,GA,28/02/2023,19.3
Zip,31551,GA,28/02/2023,19.2
Zip,31552,GA,28/02/2023,22.2
Zip,31553,GA,28/02/2023,15.6
Zip,31554,GA,28/02/2023,16.5
Zip,31555,GA,28/02/2023,16.9
Zip,31557,GA,28/02/2023,18.8
Zip,31558,GA,28/02/2023,14.4
Zip,31560,GA,28/02/2023,17.2
Zip,31561,GA,28/02/2023,23.3
Zip,31565,GA,28/02/2023,13.4
Zip,31566,GA,28/02/2023,15.6
Zip,31567,GA,28/02/2023,17
Zip,31568,GA,28/02/2023,7.4
Zip,31569,GA,28/02/2023,14.3
Zip,31601,GA,28/02/2023,15.2
Zip,31602,GA,28/02/2023,13.5
Zip,31605,GA,28/02/2023,13.4
Zip,31606,GA,28/02/2023,15.9
Zip,31625,GA,28/02/2023,13
Zip,31626,GA,28/02/2023,16
Zip,31629,GA,28/02/2023,12.3
Zip,31632,GA,28/02/2023,13.9
Zip,31635,GA,28/02/2023,11.6
Zip,31636,GA,28/02/2023,15
Zip,31638,GA,28/02/2023,12.4
Zip,31641,GA,28/02/2023,14.2
Zip,31643,GA,28/02/2023,12.7
Zip,31648,GA,28/02/2023,13.1
Zip,31649,GA,28/02/2023,9
Zip,31701,GA,28/02/2023,13.4
Zip,31705,GA,28/02/2023,13.7
Zip,31707,GA,28/02/2023,14
Zip,31709,GA,28/02/2023,14.3
Zip,31711,GA,28/02/2023,14.9
Zip,31712,GA,28/02/2023,14.5
Zip,31719,GA,28/02/2023,14.7
Zip,31720,GA,28/02/2023,13.5
Zip,31721,GA,28/02/2023,13.9
Zip,31722,GA,28/02/2023,16
Zip,31733,GA,28/02/2023,16.7
Zip,31735,GA,28/02/2023,14.6
Zip,31738,GA,28/02/2023,13.9
Zip,31743,GA,28/02/2023,12.4
Zip,31744,GA,28/02/2023,17
Zip,31747,GA,28/02/2023,14.7
Zip,31750,GA,28/02/2023,15.9
Zip,31756,GA,28/02/2023,16.3
Zip,31757,GA,28/02/2023,14.9
Zip,31763,GA,28/02/2023,14.5
Zip,31764,GA,28/02/2023,14.8
Zip,31765,GA,28/02/2023,13
Zip,31768,GA,28/02/2023,16
Zip,31771,GA,28/02/2023,17
Zip,31772,GA,28/02/2023,14.1
Zip,31773,GA,28/02/2023,13.3
Zip,31775,GA,28/02/2023,16.6
Zip,31778,GA,28/02/2023,12.3
Zip,31780,GA,28/02/2023,15.4
Zip,31781,GA,28/02/2023,14.7
Zip,31787,GA,28/02/2023,13.6
Zip,31788,GA,28/02/2023,16
Zip,31789,GA,28/02/2023,15
Zip,31791,GA,28/02/2023,14.5
Zip,31792,GA,28/02/2023,13.6
Zip,31793,GA,28/02/2023,15.9
Zip,31794,GA,28/02/2023,16.2
Zip,31795,GA,28/02/2023,14.8
Zip,31796,GA,28/02/2023,14.6
Zip,31803,GA,28/02/2023,16
Zip,31804,GA,28/02/2023,16.4
Zip,31805,GA,28/02/2023,18.3
Zip,31806,GA,28/02/2023,14.8
Zip,31807,GA,28/02/2023,16.7
Zip,31808,GA,28/02/2023,14.7
Zip,31811,GA,28/02/2023,15.5
Zip,31816,GA,28/02/2023,17.8
Zip,31820,GA,28/02/2023,13.5
Zip,31822,GA,28/02/2023,8.6
Zip,31823,GA,28/02/2023,9.4
Zip,31826,GA,28/02/2023,14.1
Zip,31829,GA,28/02/2023,13.9
Zip,31830,GA,28/02/2023,18.9
Zip,31831,GA,28/02/2023,15.1
Zip,31833,GA,28/02/2023,18.3
Zip,31901,GA,28/02/2023,15.9
Zip,31903,GA,28/02/2023,22.3
Zip,31904,GA,28/02/2023,15
Zip,31906,GA,28/02/2023,20
Zip,31907,GA,28/02/2023,16.1
Zip,31909,GA,28/02/2023,13.8
Zip,39815,GA,28/02/2023,15.2
Zip,39817,GA,28/02/2023,14.5
Zip,39819,GA,28/02/2023,15.6
Zip,39825,GA,28/02/2023,15.1
Zip,39826,GA,28/02/2023,13.7
Zip,39834,GA,28/02/2023,16
Zip,39842,GA,28/02/2023,14.4
Zip,39870,GA,28/02/2023,13.5
Zip,39885,GA,28/02/2023,11.3
Msa,"Hilo, HI",HI,28/02/2023,23.2
Msa,"Kahului, HI",HI,28/02/2023,21.8
Msa,"Kapaa, HI",HI,28/02/2023,21.8
Msa,"Urban Honolulu, HI",HI,28/02/2023,14.8
Zip,96701,HI,28/02/2023,12.8
Zip,96703,HI,28/02/2023,18.3
Zip,96704,HI,28/02/2023,21.8
Zip,96705,HI,28/02/2023,19.8
Zip,96706,HI,28/02/2023,14
Zip,96707,HI,28/02/2023,13.9
Zip,96708,HI,28/02/2023,22.4
Zip,96710,HI,28/02/2023,24
Zip,96712,HI,28/02/2023,14.1
Zip,96713,HI,28/02/2023,19.1
Zip,96714,HI,28/02/2023,19.7
Zip,96716,HI,28/02/2023,19.9
Zip,96717,HI,28/02/2023,14.4
Zip,96718,HI,28/02/2023,23.9
Zip,96719,HI,28/02/2023,23.1
Zip,96720,HI,28/02/2023,22.6
Zip,96722,HI,28/02/2023,20.3
Zip,96725,HI,28/02/2023,24.4
Zip,96727,HI,28/02/2023,22.1
Zip,96728,HI,28/02/2023,24.2
Zip,96729,HI,28/02/2023,21.7
Zip,96730,HI,28/02/2023,12.8
Zip,96731,HI,28/02/2023,13.7
Zip,96732,HI,28/02/2023,20.8
Zip,96734,HI,28/02/2023,15
Zip,96738,HI,28/02/2023,24.2
Zip,96740,HI,28/02/2023,23.1
Zip,96741,HI,28/02/2023,20.2
Zip,96743,HI,28/02/2023,23.3
Zip,96744,HI,28/02/2023,13.8
Zip,96746,HI,28/02/2023,20.2
Zip,96748,HI,28/02/2023,19.5
Zip,96749,HI,28/02/2023,23.3
Zip,96750,HI,28/02/2023,24.4
Zip,96751,HI,28/02/2023,20.5
Zip,96752,HI,28/02/2023,21.3
Zip,96753,HI,28/02/2023,21.4
Zip,96754,HI,28/02/2023,20
Zip,96755,HI,28/02/2023,22.1
Zip,96756,HI,28/02/2023,20
Zip,96757,HI,28/02/2023,21.7
Zip,96760,HI,28/02/2023,23.3
Zip,96761,HI,28/02/2023,18.6
Zip,96762,HI,28/02/2023,14.6
Zip,96763,HI,28/02/2023,20.7
Zip,96764,HI,28/02/2023,22.3
Zip,96765,HI,28/02/2023,17.8
Zip,96766,HI,28/02/2023,21.2
Zip,96768,HI,28/02/2023,20.8
Zip,96770,HI,28/02/2023,21.7
Zip,96771,HI,28/02/2023,23.3
Zip,96772,HI,28/02/2023,22.1
Zip,96773,HI,28/02/2023,20.7
Zip,96774,HI,28/02/2023,21.4
Zip,96776,HI,28/02/2023,21.4
Zip,96777,HI,28/02/2023,19.1
Zip,96778,HI,28/02/2023,23.3
Zip,96779,HI,28/02/2023,21.8
Zip,96780,HI,28/02/2023,22
Zip,96781,HI,28/02/2023,21.9
Zip,96782,HI,28/02/2023,13.6
Zip,96783,HI,28/02/2023,20.3
Zip,96785,HI,28/02/2023,24.8
Zip,96786,HI,28/02/2023,14.4
Zip,96789,HI,28/02/2023,13.8
Zip,96790,HI,28/02/2023,22.8
Zip,96791,HI,28/02/2023,14.9
Zip,96792,HI,28/02/2023,14.9
Zip,96793,HI,28/02/2023,19.9
Zip,96795,HI,28/02/2023,14.4
Zip,96796,HI,28/02/2023,19.8
Zip,96797,HI,28/02/2023,13.7
Zip,96813,HI,28/02/2023,10.9
Zip,96814,HI,28/02/2023,10.3
Zip,96815,HI,28/02/2023,9.5
Zip,96816,HI,28/02/2023,12.7
Zip,96817,HI,28/02/2023,11.8
Zip,96818,HI,28/02/2023,10.9
Zip,96819,HI,28/02/2023,12.7
Zip,96821,HI,28/02/2023,12.9
Zip,96822,HI,28/02/2023,11
Zip,96825,HI,28/02/2023,13.8
Zip,96826,HI,28/02/2023,10.1
Msa,"Ames, IA",IA,28/02/2023,11.4
Msa,"Boone, IA",IA,28/02/2023,12.4
Msa,"Burlington, IA",IA,28/02/2023,11.2
Msa,"Cedar Rapids, IA",IA,28/02/2023,12.5
Msa,"Clinton, IA",IA,28/02/2023,7.3
Msa,"Des Moines, IA",IA,28/02/2023,13.3
Msa,"Dubuque, IA",IA,28/02/2023,13
Msa,"Fairfield, IA",IA,28/02/2023,12
Msa,"Fort Madison, IA",IA,28/02/2023,12
Msa,"Iowa City, IA",IA,28/02/2023,11.8
Msa,"Marshalltown, IA",IA,28/02/2023,11.7
Msa,"Mason City, IA",IA,28/02/2023,12.5
Msa,"Muscatine, IA",IA,28/02/2023,12
Msa,"Newton, IA",IA,28/02/2023,12.5
Msa,"Oskaloosa, IA",IA,28/02/2023,11.4
Msa,"Ottumwa, IA",IA,28/02/2023,11.6
Msa,"Sioux City, IA",IA,28/02/2023,11.1
Msa,"Spencer, IA",IA,28/02/2023,11.2
Msa,"Spirit Lake, IA",IA,28/02/2023,13.2
Msa,"Storm Lake, IA",IA,28/02/2023,12.6
Msa,"Waterloo, IA",IA,28/02/2023,12.1
Zip,13154,IA,28/02/2023,5.1
Zip,50001,IA,28/02/2023,12.8
Zip,50002,IA,28/02/2023,9
Zip,50003,IA,28/02/2023,12.3
Zip,50005,IA,28/02/2023,13.8
Zip,50007,IA,28/02/2023,13.7
Zip,50009,IA,28/02/2023,12.6
Zip,50010,IA,28/02/2023,9
Zip,50014,IA,28/02/2023,9.3
Zip,50021,IA,28/02/2023,12.5
Zip,50023,IA,28/02/2023,12.5
Zip,50026,IA,28/02/2023,11.2
Zip,50027,IA,28/02/2023,12.2
Zip,50028,IA,28/02/2023,13.4
Zip,50029,IA,28/02/2023,11.3
Zip,50031,IA,28/02/2023,7.6
Zip,50032,IA,28/02/2023,13.3
Zip,50033,IA,28/02/2023,11.5
Zip,50035,IA,28/02/2023,12.7
Zip,50036,IA,28/02/2023,11.2
Zip,50038,IA,28/02/2023,11.4
Zip,50039,IA,28/02/2023,14.6
